Unnamed: 0,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B08201_003E,B08201_004E,B08201_005E,B08201_006E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,county,tract,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year
55,"Census Tract 102, Providence County, Rhode Island",,3577,470,,649,,769,,117,,0,,85,,0,,3196,302,47,54058,3618,2635,382,996,959,167,131,2635,1330,1305,7162,5214,669,8,225,580,5605,1138,19,225,31,44,7,10200,,,,,88.33609729132117,8.347153123272525,14.497153700189752,589.7905759162303,49.52561669829222,50.47438330170778,72.80089360513823,27.19910639486177,2019
56,"Census Tract 142, Providence County, Rhode Island",23905.0,1094,142,3725.0,148,2585.0,207,3885.0,62,625.0,38,645.0,32,975.0,16,805.0,1063,14,12,93427,1143,809,10,281,429,65,24,809,704,105,5188,3190,694,61,270,288,3360,859,221,314,29,44,7,14200,21.851005484460696,21.75862068965517,16.765799256505577,23.142857142857142,93.00087489063868,1.2248468941382329,1.236093943139679,7990.000000000001,12.978986402966624,87.02101359703337,61.48804934464148,38.51195065535852,2019
57,"Census Tract 146, Providence County, Rhode Island",,2955,449,,318,,477,,321,,194,,87,,68,,2859,25,33,89329,3116,2380,14,627,1109,471,159,2380,2246,134,6580,5887,100,0,320,254,6141,281,0,393,0,44,7,14600,,,,,91.75224646983312,0.8023106546854942,0.5882352941176471,16900.0,5.630252100840337,94.36974789915966,89.46808510638297,10.53191489361702,2019
58,"Census Tract 132.02, Providence County, Rhode Island",,3292,644,,347,,640,,53,,122,,193,,0,,3292,0,0,94978,3373,2223,0,468,867,571,317,2223,1960,263,5704,5553,31,0,52,68,5621,54,0,97,45,44,7,13202,,,,,97.5985769344797,0.0,0.0,inf,11.830859199280251,88.16914080071975,97.35273492286116,2.64726507713885,2019
59,"Census Tract 137.01, Providence County, Rhode Island",,2367,342,,269,,240,,188,,143,,171,,22,,2174,80,27,62756,2467,1718,98,669,787,93,71,1718,975,743,4369,3474,279,37,364,79,3504,328,86,373,30,44,7,13701,,,,,88.12322659100121,3.2428050263477908,5.70430733410943,1653.061224489796,43.24796274738068,56.75203725261933,79.51476310368506,20.485236896314944,2019
60,"Census Tract 138, Providence County, Rhode Island",,2991,396,,585,,411,,88,,144,,52,,9,,2879,61,17,83398,2991,1863,108,630,710,237,178,1863,1384,479,5031,4152,427,0,27,329,4481,562,165,48,0,44,7,13800,,,,,96.25543296556336,2.039451688398529,5.797101449275362,1625.0,25.71121846484165,74.28878153515835,82.52832438878951,17.471675611210493,2019
61,"Census Tract 171, Providence County, Rhode Island",,1958,249,,119,,217,,96,,99,,129,,11,,1886,30,0,41880,2004,1657,222,586,653,149,47,1657,759,898,4433,2757,447,0,77,186,2884,536,74,115,30,44,7,17100,,,,,94.11177644710578,1.497005988023952,13.397706698853348,646.3963963963964,54.19432709716355,45.805672902836456,62.19264606361381,37.80735393638619,2019
62,"Census Tract 181, Providence County, Rhode Island",,1196,148,,108,,85,,30,,73,,32,,37,,931,44,141,43375,1216,1016,118,564,273,61,0,1016,186,830,2740,1855,254,3,60,360,2182,490,53,60,0,44,7,18100,,,,,76.5625,3.618421052631579,11.614173228346456,761.0169491525423,81.69291338582677,18.30708661417323,67.7007299270073,32.299270072992705,2019
63,"Census Tract 184, Providence County, Rhode Island",60675.0,2810,586,14865.0,254,4940.0,281,5470.0,294,7035.0,287,3595.0,243,3400.0,0,-666666666.0,2736,11,33,50924,2851,2457,471,1073,568,217,128,2457,1102,1355,6217,4546,428,289,536,136,4615,473,371,549,0,44,7,18400,21.59252669039146,23.577380952380956,21.74782608695652,13.19811320754717,95.96632760434936,0.3858295334970186,19.169719169719173,421.65605095541406,55.14855514855515,44.851444851444846,73.1220846067235,26.877915393276503,2019
64,"Census Tract 176, Providence County, Rhode Island",,1068,98,,68,,28,,37,,45,,18,,23,,817,103,52,35938,1098,950,207,385,240,100,18,950,230,720,2898,1499,582,24,115,370,1782,753,274,115,0,44,7,17600,,,,,74.408014571949,9.380692167577411,21.789473684210524,358.93719806763283,75.78947368421053,24.210526315789476,51.72532781228434,48.27467218771567,2019
65,"Census Tract 177, Providence County, Rhode Island",,2108,303,,182,,162,,19,,81,,11,,32,,1950,29,68,67514,2126,1457,63,419,711,175,89,1457,980,477,3642,3243,115,0,170,42,3285,147,0,170,0,44,7,17700,,,,,91.72154280338664,1.3640639698965191,4.323953328757722,2212.6984126984125,32.73850377487989,67.26149622512011,89.04448105436573,10.955518945634267,2019
66,"Census Tract 183, Providence County, Rhode Island",,694,63,,48,,56,,13,,0,,17,,22,,645,16,0,24335,712,747,201,335,182,29,0,747,127,620,1645,1121,241,8,15,152,1258,380,14,15,0,44,7,18300,,,,,90.58988764044943,2.247191011235955,26.907630522088358,271.6417910447761,82.99866131191432,17.001338688085678,68.14589665653496,31.854103343465045,2019
67,"Census Tract 1.02, Providence County, Rhode Island",,2170,421,,202,,201,,76,,46,,172,,85,,2003,150,17,49444,2281,1792,205,853,604,98,32,1792,840,952,5447,3162,541,20,368,410,3424,884,184,397,0,44,7,102,,,,,87.81236299868479,6.57606313020605,11.439732142857142,774.1463414634146,53.125,46.875,58.050302919038,41.949697080962,2019
68,"Census Tract 6, Providence County, Rhode Island",,518,5,,84,,41,,83,,0,,0,,0,,482,10,9,36471,535,530,63,343,111,13,0,530,218,312,1711,413,829,8,14,19,427,833,13,19,5,44,7,600,,,,,90.09345794392524,1.8691588785046729,11.88679245283019,741.2698412698413,58.86792452830189,41.13207547169812,24.13793103448276,75.86206896551724,2019
69,"Census Tract 7, Providence County, Rhode Island",,734,41,,79,,93,,87,,22,,22,,31,,705,9,0,18802,745,941,318,402,146,75,0,941,124,817,2395,765,1009,11,23,153,807,1132,60,46,7,44,7,700,,,,,94.63087248322148,1.2080536912751678,33.79383634431456,195.91194968553455,86.82252922422954,13.177470775770455,31.941544885177453,68.05845511482255,2019
70,"Census Tract 145.01, Providence County, Rhode Island",,2462,346,,477,,502,,169,,253,,28,,27,,2382,25,17,124074,2591,1634,32,135,922,399,146,1634,1593,41,5098,4378,434,34,209,14,4392,434,34,223,12,44,7,14501,,,,,91.93361636433808,0.96487842531841,1.9583843329253363,5006.25,2.5091799265605874,97.4908200734394,85.87681443703413,14.12318556296587,2019
71,"Census Tract 155, Providence County, Rhode Island",62125.0,2391,461,12480.0,366,5955.0,98,2050.0,134,5070.0,101,1800.0,76,2350.0,31,1060.0,2203,117,18,64183,2404,1642,279,658,444,181,80,1642,851,791,4144,2604,505,13,251,292,2857,735,24,375,0,44,7,15500,25.982852363028023,22.291414752116083,30.689655172413797,23.44632768361582,91.63893510815308,4.866888519134776,16.991473812423873,488.5304659498208,48.17295980511571,51.82704019488429,62.83783783783784,37.16216216216216,2019
72,"Census Tract 159, Providence County, Rhode Island",,1977,213,,209,,153,,178,,103,,0,,0,,1923,40,0,57813,2106,1303,6,652,483,130,32,1303,511,792,3584,2525,632,38,45,160,2668,718,90,53,52,44,7,15900,,,,,91.31054131054132,1.899335232668566,0.4604758250191865,21616.666666666664,60.782808902532615,39.217191097467385,70.45200892857143,29.54799107142857,2019
73,"Census Tract 2, Providence County, Rhode Island",,2264,235,,247,,374,,286,,7,,100,,54,,1907,330,0,39640,2375,2068,330,920,757,61,0,2068,737,1331,6741,2463,1619,27,464,505,2909,2111,126,477,0,44,7,200,,,,,80.29473684210527,13.894736842105262,15.95744680851064,526.6666666666666,64.36170212765957,35.638297872340424,36.5376056964842,63.4623943035158,2019
74,"Census Tract 3, Providence County, Rhode Island",,2839,305,,472,,266,,93,,66,,118,,0,,2493,189,8,37854,3288,2373,504,923,665,266,15,2373,609,1764,7225,3224,1331,318,310,62,3271,1368,348,316,15,44,7,300,,,,,75.82116788321169,5.748175182481752,21.238938053097343,370.83333333333337,74.33628318584071,25.663716814159294,44.622837370242216,55.37716262975778,2019
75,"Census Tract 12, Providence County, Rhode Island",,1416,163,,64,,132,,55,,135,,190,,0,,1142,152,71,37616,1503,1249,252,747,239,11,0,1249,237,1012,3792,1205,638,38,184,211,1395,846,44,184,0,44,7,1200,,,,,75.98137059214903,10.113107119095142,20.176140912730183,395.6349206349207,81.02481985588472,18.97518014411529,31.77742616033755,68.22257383966245,2019
76,"Census Tract 14, Providence County, Rhode Island",,2722,171,,88,,573,,38,,71,,16,,60,,2183,326,15,35960,2925,2171,478,1322,317,32,22,2171,287,1884,7668,2486,1734,249,568,714,2555,1884,335,1034,0,44,7,1400,,,,,74.63247863247862,11.145299145299145,22.017503454629203,354.18410041841,86.78028558268079,13.219714417319208,32.42044861763171,67.57955138236828,2019
77,"Census Tract 23, Providence County, Rhode Island",,2091,295,,266,,467,,199,,132,,109,,26,,1887,67,0,62841,2182,1836,212,660,742,222,0,1836,1061,775,4296,3291,460,0,288,94,3339,506,18,344,20,44,7,2300,,,,,86.48029330889092,3.07057745187901,11.546840958605664,766.0377358490566,42.21132897603486,57.78867102396514,76.60614525139665,23.393854748603356,2019
78,"Census Tract 26, Providence County, Rhode Island",,992,256,,118,,61,,0,,65,,26,,15,,855,54,0,29367,1038,1171,354,515,221,81,0,1171,250,921,2835,1341,646,27,150,155,1418,764,39,253,0,44,7,2600,,,,,82.36994219653178,5.202312138728324,30.230572160546544,230.7909604519774,78.65072587532023,21.34927412467976,47.3015873015873,52.6984126984127,2019
79,"Census Tract 36.02, Providence County, Rhode Island",35515.0,1977,115,2470.0,137,2830.0,123,2805.0,140,1665.0,199,2640.0,127,1700.0,88,1035.0,691,146,41,119821,2277,605,43,295,167,63,37,605,357,248,5601,3983,353,17,933,259,4211,437,50,1078,17,44,7,3602,17.964087000505817,21.03174603174603,16.99619771863118,13.312883435582824,30.346947738252084,6.411945542380325,7.107438016528926,1306.9767441860463,40.99173553719008,59.008264462809926,71.11230137475451,28.887698625245488,2019
80,"Census Tract 108, Providence County, Rhode Island",,1731,206,,106,,110,,31,,73,,112,,0,,1424,166,0,32958,1791,1580,484,678,295,89,34,1580,246,1334,4491,2915,648,71,88,253,3057,849,110,104,5,44,7,10800,,,,,79.50865438302624,9.26856504745952,30.632911392405067,226.44628099173556,84.43037974683544,15.569620253164556,64.90759296370518,35.09240703629481,2019
81,"Census Tract 113.02, Providence County, Rhode Island",,2195,304,,251,,241,,119,,139,,30,,22,,2145,50,0,99009,2253,1492,42,326,681,231,212,1492,1241,251,4151,4060,22,5,0,43,4103,65,5,0,0,44,7,11302,,,,,95.20639147802927,2.219263204616068,2.8150134048257374,3452.3809523809527,16.823056300268096,83.17694369973191,97.80775716694772,2.1922428330522767,2019
82,"Census Tract 117.01, Providence County, Rhode Island",,2212,309,,414,,309,,79,,133,,63,,0,,2079,65,37,65526,2240,1742,145,672,530,243,152,1742,1104,638,4615,4214,4,0,194,73,4287,4,26,241,0,44,7,11701,,,,,92.8125,2.9017857142857144,8.323765786452354,1101.3793103448274,36.624569460390354,63.375430539609646,91.31094257854822,8.689057421451787,2019
83,"Census Tract 124.01, Providence County, Rhode Island",,3608,583,,543,,311,,339,,210,,15,,142,,3545,0,0,69101,3780,2881,79,1066,1208,428,100,2881,2167,714,7372,6568,71,0,151,278,6824,156,232,178,0,44,7,12401,,,,,93.7830687830688,0.0,2.742103436306838,3546.835443037975,24.78306143700104,75.21693856299896,89.09386869234943,10.90613130765057,2019
84,"Census Tract 152, Providence County, Rhode Island",,761,82,,92,,48,,0,,48,,17,,0,,716,43,0,13447,761,1901,971,724,184,22,0,1901,151,1750,3177,1133,393,187,50,196,1297,501,187,66,0,44,7,15200,,,,,94.08672798948751,5.650459921156373,51.07837980010521,95.77754891864058,92.0568122041031,7.943187795896896,35.66257475605917,64.33742524394083,2019
85,"Census Tract 153, Providence County, Rhode Island",,1010,198,,115,,87,,37,,59,,17,,5,,953,28,5,39028,1018,892,135,508,173,56,20,892,226,666,2251,1462,370,12,0,55,1487,382,55,0,0,44,7,15300,,,,,93.61493123772102,2.75049115913556,15.134529147982065,560.7407407407408,74.66367713004485,25.33632286995516,64.94891159484673,35.051088405153266,2019
86,"Census Tract 158, Providence County, Rhode Island",,1684,277,,359,,165,,91,,78,,16,,25,,1636,26,0,67528,1733,1315,34,512,538,155,76,1315,917,398,3391,3017,24,0,36,34,3051,24,0,70,0,44,7,15800,,,,,94.40276976341605,1.5002885170225042,2.585551330798479,3767.6470588235297,30.26615969581749,69.73384030418252,88.97080507225007,11.029194927749923,2019
87,"Census Tract 167, Providence County, Rhode Island",,1932,303,,263,,182,,98,,52,,8,,24,,1733,101,10,47708,1968,1282,228,505,403,127,19,1282,356,926,3725,1853,1101,0,97,52,1905,1112,29,97,0,44,7,16700,,,,,88.0589430894309,5.132113821138211,17.784711388455538,462.280701754386,72.23088923556942,27.76911076443057,49.74496644295302,50.25503355704698,2019
88,"Census Tract 175, Providence County, Rhode Island",,1468,258,,120,,137,,49,,92,,22,,0,,1375,10,26,43516,1523,1227,110,513,421,153,30,1227,589,638,2759,2052,94,18,281,208,2228,199,50,302,0,44,7,17500,,,,,90.28233749179252,0.6565988181221274,8.964955175224123,1015.4545454545454,51.99674001629992,48.00325998370008,74.37477346864806,25.62522653135194,2019
89,"Census Tract 29, Providence County, Rhode Island",,3080,250,,536,,145,,44,,137,,24,,83,,2528,201,188,36555,3218,2879,463,1221,985,204,6,2879,1146,1733,7272,3170,2130,0,190,433,3497,2470,0,284,70,44,7,2900,,,,,78.55811062771907,6.246115599751398,16.081972907259466,521.8142548596112,60.19451198332754,39.805488016672456,43.591859185918594,56.408140814081406,2019
90,"Census Tract 11, Providence County, Rhode Island",,1345,199,,131,,125,,151,,153,,45,,11,,948,62,25,55380,1374,1059,220,535,284,20,0,1059,156,903,2282,1591,87,0,140,212,1803,145,37,251,12,44,7,1100,,,,,68.99563318777294,4.512372634643377,20.77431539187913,381.3636363636364,85.26912181303116,14.730878186968836,69.71954425942157,30.28045574057844,2019
91,"Census Tract 131.02, Providence County, Rhode Island",,2663,456,,419,,454,,119,,176,,28,,0,,2478,12,14,90847,2792,1983,29,461,749,428,316,1983,1718,265,5159,5031,2,0,55,37,5068,2,24,68,0,44,7,13102,,,,,88.75358166189112,0.4297994269340974,1.4624306606152295,6737.931034482759,13.363590519415029,86.63640948058497,97.51889901143632,2.481100988563675,2019
92,"Census Tract 104, Providence County, Rhode Island",71540.0,2909,487,13775.0,346,4635.0,245,4755.0,81,1410.0,238,4760.0,0,-666666666.0,111,1960.0,2622,93,137,50507,2979,2809,453,1211,909,195,41,2809,1130,1679,6441,4733,515,0,359,413,4968,740,245,404,0,44,7,10400,24.59264352011,22.100840336134453,18.91104294478528,-2801100.4453781517,88.01611278952669,3.121852970795569,16.12673549305803,520.0883002207505,59.77216091135635,40.22783908864365,73.48237851265331,26.517621487346688,2019
93,"Census Tract 105.02, Providence County, Rhode Island",66540.0,2516,565,17525.0,480,8580.0,282,6900.0,212,3175.0,98,2510.0,67,2480.0,0,-666666666.0,2486,0,21,69231,2549,2156,258,696,931,159,112,2156,1096,1060,5071,3777,382,22,600,210,3931,541,36,600,19,44,7,10502,26.446740858505564,24.980861244019135,20.394736842105264,30.24242424242424,97.52844252648096,0.0,11.966604823747682,735.6589147286821,49.16512059369202,50.83487940630798,74.48235062117925,25.517649378820742,2019
94,"Census Tract 107.01, Providence County, Rhode Island",,1191,244,,103,,99,,125,,86,,25,,0,,1171,0,20,83958,1196,977,27,335,455,126,34,977,784,193,2370,2162,18,0,35,108,2247,65,24,96,0,44,7,10701,,,,,97.90969899665552,0.0,2.763561924257933,3518.5185185185182,19.75435005117707,80.24564994882293,91.22362869198312,8.776371308016879,2019
95,"Census Tract 128.02, Providence County, Rhode Island",,1144,174,,91,,165,,67,,35,,38,,0,,1130,0,14,81034,1203,910,52,244,377,170,67,910,711,199,2305,2200,0,0,69,14,2214,10,0,69,0,44,7,12802,,,,,93.93183707398173,0.0,5.714285714285714,1650.0,21.86813186813187,78.13186813186813,95.44468546637744,4.55531453362256,2019
96,"Census Tract 132.01, Providence County, Rhode Island",,2473,537,,347,,288,,172,,177,,0,,73,,2375,74,0,101824,2638,1786,82,465,571,340,328,1786,1530,256,4930,4825,0,0,43,62,4871,16,62,43,0,44,7,13201,,,,,90.0303260045489,2.805155420773313,4.591265397536394,2078.048780487805,14.33370660694289,85.66629339305712,97.87018255578094,2.129817444219067,2019
97,"Census Tract 1.01, Providence County, Rhode Island",48635.0,1961,279,9250.0,178,3100.0,156,2970.0,121,2750.0,85,1840.0,163,3260.0,69,785.0,1580,161,22,39327,2078,1312,112,733,246,200,21,1312,510,802,5247,3132,867,0,291,227,3283,999,0,362,56,44,7,101,24.801121876593573,27.02407002188184,20.64981949458484,20.56451612903226,76.03464870067373,7.747834456207892,8.536585365853659,1071.428571428571,61.12804878048781,38.8719512195122,59.69125214408233,40.30874785591767,2019
98,"Census Tract 16, Providence County, Rhode Island",,4189,442,,430,,764,,117,,375,,215,,88,,3789,197,72,53048,4263,2403,226,1020,801,288,68,2403,995,1408,8428,3744,771,251,409,310,3902,902,294,545,50,44,7,1600,,,,,88.881069669247,4.621158808350927,9.404910528506036,963.2743362831858,58.59342488555972,41.40657511444028,44.4233507356431,55.5766492643569,2019
99,"Census Tract 22, Providence County, Rhode Island",,1796,102,,287,,216,,12,,65,,49,,43,,1560,88,35,36786,1881,1416,264,549,563,22,18,1416,292,1124,4606,2721,921,27,191,214,2909,1093,106,203,0,44,7,2200,,,,,82.93460925039872,4.678362573099415,18.64406779661017,436.3636363636363,79.37853107344633,20.62146892655367,59.07511940946591,40.92488059053409,2019
100,"Census Tract 25, Providence County, Rhode Island",,1627,196,,237,,317,,119,,76,,58,,13,,1305,65,74,62237,1739,1342,123,657,510,52,0,1342,306,1036,2924,1955,422,0,194,75,2009,457,23,220,0,44,7,2500,,,,,75.0431282346176,3.737780333525014,9.165424739195233,991.0569105691056,77.19821162444114,22.801788375558868,66.86046511627907,33.13953488372093,2019
101,"Census Tract 31, Providence County, Rhode Island",,1847,113,,289,,230,,258,,276,,79,,18,,1291,142,0,31642,1895,2150,753,998,283,86,30,2150,466,1684,4151,2763,802,36,67,316,3040,846,75,339,0,44,7,3100,,,,,68.12664907651715,7.493403693931398,35.02325581395349,185.52456839309428,78.32558139534885,21.67441860465116,66.56227415080703,33.437725849192965,2019
102,"Census Tract 33, Providence County, Rhode Island",,2208,282,,281,,403,,241,,278,,55,,25,,1761,354,0,89013,2397,1908,102,828,807,154,17,1908,1201,707,4365,3425,302,9,290,259,3684,465,44,363,17,44,7,3300,,,,,73.46683354192741,14.768460575719647,5.345911949685535,1770.5882352941178,37.0545073375262,62.94549266247379,78.46506300114548,21.534936998854526,2019
103,"Census Tract 35, Providence County, Rhode Island",,2647,338,,609,,234,,203,,279,,137,,37,,1719,234,0,60734,2778,2236,321,1284,456,136,39,2236,664,1572,4837,3653,128,0,832,179,3768,192,15,980,0,44,7,3500,,,,,61.87904967602592,8.423326133909287,14.355992844364938,596.5732087227415,70.30411449016101,29.695885509839,75.52201777961547,24.477982220384536,2019
104,"Census Tract 36.01, Providence County, Rhode Island",,1281,47,,121,,176,,196,,125,,164,,59,,501,65,11,49792,1345,768,240,363,116,26,23,768,181,587,2425,1635,84,0,531,116,1741,101,9,599,4,44,7,3601,,,,,37.24907063197026,4.83271375464684,31.25,220.00000000000003,76.43229166666666,23.567708333333336,67.42268041237114,32.577319587628864,2019
105,"Census Tract 37, Providence County, Rhode Island",,1599,122,,141,,234,,224,,368,,84,,87,,737,226,19,50563,1711,1624,525,761,268,70,0,1624,480,1144,3151,2100,245,17,571,140,2214,321,36,625,0,44,7,3700,,,,,43.07422559906488,13.208649912331968,32.327586206896555,209.3333333333333,70.44334975369459,29.55665024630542,66.64550936210728,33.35449063789273,2019
106,"Census Tract 101.01, Providence County, Rhode Island",,2382,337,,357,,272,,209,,251,,40,,15,,2301,35,46,79457,2479,1654,34,594,698,239,89,1654,1236,418,4180,3920,78,0,0,124,4015,180,20,0,0,44,7,10101,,,,,92.8196853569988,1.4118596208148446,2.0556227327690446,4764.705882352941,25.2720677146312,74.72793228536881,93.77990430622008,6.220095693779904,2019
107,"Census Tract 5, Providence County, Rhode Island",,1140,202,,93,,285,,15,,85,,0,,96,,963,105,0,25757,1154,1081,297,537,138,109,0,1081,354,727,3283,1318,1218,76,28,67,1364,1264,76,28,0,44,7,500,,,,,83.44887348353552,9.098786828422876,27.474560592044405,263.973063973064,67.25254394079556,32.74745605920444,40.14620773682607,59.85379226317392,2019
108,"Census Tract 9, Providence County, Rhode Island",,1247,63,,111,,133,,82,,255,,115,,81,,836,72,0,37500,1290,970,245,448,248,29,0,970,160,810,2889,2251,148,0,188,27,2262,165,7,188,0,44,7,900,,,,,64.8062015503876,5.5813953488372094,25.25773195876289,295.9183673469388,83.50515463917526,16.49484536082474,77.91623399100035,22.083766008999653,2019
109,"Census Tract 21.01, Providence County, Rhode Island",,1389,236,,228,,98,,20,,75,,66,,22,,1296,62,19,64271,1430,923,95,259,437,124,8,923,543,380,2774,1986,341,21,18,55,2008,341,54,31,0,44,7,2101,,,,,90.62937062937064,4.335664335664335,10.292524377031418,871.578947368421,41.17009750812567,58.82990249187432,71.59336697909157,28.406633020908437,2019
110,"Census Tract 21.02, Providence County, Rhode Island",,2862,464,,211,,448,,95,,113,,69,,88,,2602,203,0,55887,2967,2048,236,906,698,156,52,2048,1024,1024,6150,2848,1375,0,284,284,2980,1480,186,297,0,44,7,2102,,,,,87.69801145938658,6.841927873272666,11.5234375,767.7966101694915,50.0,50.0,46.30894308943089,53.6910569105691,2019
111,"Census Tract 119.01, Providence County, Rhode Island",,1765,272,,267,,278,,75,,180,,0,,0,,1681,84,0,65250,1812,1242,32,519,452,168,71,1242,783,459,3428,2522,591,0,49,124,2609,666,45,114,6,44,7,11901,,,,,92.77041942604856,4.635761589403973,2.576489533011272,3781.25,36.95652173913043,63.04347826086957,73.5705950991832,26.42940490081681,2019
112,"Census Tract 119.02, Providence County, Rhode Island",,2053,436,,275,,404,,48,,72,,37,,93,,2037,0,0,62414,2089,2248,106,1212,680,162,88,2248,1670,578,4421,3947,98,0,161,65,3947,140,17,184,0,44,7,11902,,,,,97.51077070368598,0.0,4.715302491103203,2020.754716981132,25.71174377224199,74.28825622775801,89.27844379099751,10.721556209002488,2019
113,"Census Tract 121.03, Providence County, Rhode Island",,1311,293,,165,,197,,122,,96,,27,,4,,1248,11,44,49013,1337,1439,217,820,285,117,0,1439,467,972,2612,1973,116,8,205,119,2092,149,63,259,0,44,7,12103,,,,,93.34330590875092,0.8227374719521316,15.07991660875608,563.1336405529954,67.54690757470465,32.453092425295345,75.53598774885145,24.464012251148542,2019
114,"Census Tract 101.02, Providence County, Rhode Island",,1697,299,,349,,221,,134,,73,,61,,10,,1636,30,22,72928,1785,1616,184,620,632,138,42,1616,1105,511,3683,3495,74,0,69,34,3505,74,24,93,0,44,7,10102,,,,,91.65266106442576,1.680672268907563,11.386138613861387,778.2608695652174,31.621287128712872,68.37871287128714,94.89546565300029,5.104534346999729,2019
115,"Census Tract 106, Providence County, Rhode Island",,3135,435,,533,,518,,152,,127,,76,,58,,3081,22,0,53206,3164,2887,324,1269,967,185,142,2887,1886,1001,6220,5638,236,0,0,319,5957,524,31,26,0,44,7,10600,,,,,97.37673830594184,0.695322376738306,11.222722549359196,791.0493827160494,34.672670592310354,65.32732940768963,90.64308681672026,9.356913183279742,2019
116,"Census Tract 112, Providence County, Rhode Island",,3207,615,,212,,217,,83,,18,,33,,24,,3110,87,0,58286,3291,2308,297,885,633,361,132,2308,1175,1133,5686,5199,129,0,76,0,5199,129,0,76,0,44,7,11200,,,,,94.50015192950472,2.643573381950775,12.868284228769497,677.104377104377,49.09012131715772,50.90987868284229,91.43510376362995,8.564896236370032,2019
117,"Census Tract 116, Providence County, Rhode Island",,3347,740,,602,,614,,275,,179,,42,,63,,3181,34,96,109863,3393,2257,0,615,991,356,295,2257,2027,230,6365,5881,84,0,168,133,6014,86,34,265,0,44,7,11600,,,,,93.7518420277041,1.0020630710285885,0.0,inf,10.1905183872397,89.8094816127603,92.39591516103692,7.60408483896308,2019
118,"Census Tract 120, Providence County, Rhode Island",,2577,208,,569,,284,,230,,250,,15,,20,,2308,190,26,67289,2660,2281,312,713,932,260,64,2281,1464,817,6041,5176,423,0,208,185,5294,505,73,238,0,44,7,12000,,,,,86.76691729323308,7.142857142857142,13.678211310828583,631.0897435897436,35.81762384918895,64.18237615081105,85.68117861281245,14.318821387187551,2019
119,"Census Tract 127.02, Providence County, Rhode Island",66555.0,2310,467,14170.0,361,7560.0,200,3655.0,127,2115.0,90,1680.0,66,1415.0,39,855.0,2284,17,8,84885,2429,1941,126,590,781,254,190,1941,1610,331,4899,4668,1,0,58,170,4812,47,54,131,0,44,7,12702,28.81168831168831,26.243961352657006,17.64525993883792,19.83974358974359,94.0304652120214,0.699876492383697,6.491499227202473,1440.4761904761906,17.05306543019062,82.94693456980937,95.28475199020208,4.715248009797918,2019
120,"Census Tract 128.03, Providence County, Rhode Island",72985.0,2234,327,10500.0,202,6145.0,246,7330.0,125,2800.0,197,6200.0,56,460.0,36,1300.0,2185,22,27,92052,2367,1801,22,516,867,239,157,1801,1550,251,4529,4302,68,0,59,99,4384,136,31,59,0,44,7,12803,32.67009847806625,31.465028355387524,27.304582210242582,26.32411067193676,92.31094212082806,0.9294465568229826,1.2215435868961688,8086.363636363636,13.93670183231538,86.06329816768462,94.98785603886068,5.012143961139325,2019
121,"Census Tract 134, Providence County, Rhode Island",,2078,268,,406,,431,,235,,278,,97,,0,,1833,146,85,90013,2179,1681,145,473,839,216,8,1681,1085,596,4113,3436,125,0,141,227,3663,219,9,164,0,44,7,13400,,,,,84.12115649380449,6.700321248279027,8.625817965496728,1059.3103448275865,35.455086258179655,64.54491374182034,83.53999513736932,16.460004862630683,2019
122,"Census Tract 141, Providence County, Rhode Island",41865.0,1933,280,7280.0,198,4075.0,130,2810.0,107,1830.0,142,4740.0,50,905.0,104,2220.0,1800,26,26,38833,1933,1877,342,740,509,259,27,1877,792,1085,4914,3353,630,51,469,137,3464,656,93,501,13,44,7,14100,21.658044490429383,23.755230125523013,19.57805907172996,29.401041666666668,93.11950336264874,1.345059493016037,18.22056473095365,448.8304093567251,57.80500799147576,42.19499200852424,68.23361823361823,31.76638176638177,2019
123,"Census Tract 145.02, Providence County, Rhode Island",,2165,232,,540,,402,,80,,178,,15,,40,,2133,0,4,63539,2252,1795,31,731,767,178,88,1795,1070,725,4105,3901,28,0,47,102,4003,63,23,114,0,44,7,14502,,,,,94.71580817051507,0.0,1.7270194986072425,5690.322580645162,40.3899721448468,59.610027855153206,95.03045066991471,4.969549330085262,2019
124,"Census Tract 161, Providence County, Rhode Island",62550.0,2341,195,3535.0,266,5015.0,151,4450.0,114,2730.0,129,3465.0,71,4760.0,44,1030.0,2127,98,0,41835,2436,1841,278,921,536,74,32,1841,337,1504,4687,1698,1704,0,99,364,1956,1867,169,116,20,44,7,16100,26.719350704827,18.546637744034708,27.09433962264151,41.125,87.31527093596058,4.022988505747127,15.10048886474742,562.2302158273382,81.69473112438892,18.30526887561108,36.22786430552593,63.77213569447407,2019
